,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address
0,1,Bitcoin,BTC,bitcoin,9000,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channels', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'galaxy-digital-portfolio', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",21000000.0,18762043.0,18762043.0,,1,2021-07-21T00:40:08.000Z,29640.41558384246,22876887191.12794,-0.52801852,-4.22809735,-8.76605909,-16.37495455,-20.4886473,-45.03736175,556114751721.9224,2021-07-21T00:40:08.000Z,,,,,
1,1027,Ethereum,ETH,ethereum,5663,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'hashkey-capital-portfolio', 'kinetic-capital', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",,116775177.1865,116775177.1865,,2,2021-07-21T00:41:02.000Z,1776.247151419773,17268582939.114174,-0.4907812,-2.93671638,-7.0097991,-20.33468859,-26.45807927,-25.30376431,207421575834.05988,2021-07-21T00:41:02.000Z,,,,,
2,825,Tether,USDT,tether,14576,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'stablecoin-asset-backed', 'avalanche-ecosystem', 'solana-ecosystem']",,61931782008.73168,64469767616.826355,,3,2021-07-21T00:40:29.000Z,1.00030403997629,45276964920.32384,-0.00042106,0.02180433,0.03729758,-0.03087602,-0.15708461,0.01545019,61950611746.265205,2021-07-21T00:40:29.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7
3,1839,Binance Coin,BNB,binance-coin,523,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'binance-smart-chain', 'alameda-research-portfolio', 'multicoin-capital-portfolio']",168137036.0,168137036.0,168137036.0,,4,2021-07-21T00:41:06.000Z,262.91079082720984,1780120176.6053162,-0.70358221,-7.15438977,-13.42229176,-22.33902698,-19.02193727,-51.66849354,44205041102.10305,2021-07-21T00:41:06.000Z,,,,,
4,2010,Cardano,ADA,cardano,273,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'binance-chain']",45000000000.0,32041069499.467,32844877815.045,,5,2021-07-21T00:41:07.000Z,1.04617195075646,1769373627.3257453,-1.20991975,-7.53446988,-16.12654215,-26.30169684,-32.28578044,-12.7301952,33520468182.5807,2021-07-21T00:41:07.000Z,,,,,
5,3408,USD Coin,USDC,usd-coin,972,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'stablecoin-asset-backed']",,26774003805.529594,26774003805.529594,,6,2021-07-21T00:41:04.000Z,1.00031700769991,2357151846.428413,0.01024984,0.01360874,0.02848081,-0.0384675,-0.0190769,0.02332393,26782491370.893364,2021-07-21T00:41:04.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
6,52,XRP,XRP,xrp,631,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,46265302471.0,99990338186.0,,7,2021-07-21T00:41:03.000Z,0.52277178158349,2000180426.9572055,-1.27252464,-7.40293819,-14.07632716,-31.92578019,-47.54728746,-59.80108779,24186194598.263714,2021-07-21T00:41:03.000Z,,,,,
7,74,Dogecoin,DOGE,dogecoin,368,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel']",,130521667625.38222,130521667625.38222,,8,2021-07-21T00:40:14.000Z,0.17002083787937,1803760868.649514,-0.48806343,-2.81830937,-12.87757896,-38.71986461,-51.80251521,-43.35908823,22191403291.080128,2021-07-21T00:40:14.000Z,,,,,
8,4687,Binance USD,BUSD,binance-usd,750,2019-09-20T00:00:00.000Z,"['stablecoin', 'stablecoin-asset-backed', 'binance-chain', 'binance-smart-chain']",,11209707766.97,11209707766.97,,9,2021-07-21T00:40:13.000Z,1.00019085328537,3277160529.767824,-0.00040508,0.01134085,0.0137464,-0.04917265,-0.03117623,0.03662681,11211847176.525364,2021-07-21T00:40:13.000Z,1839.0,Binance Chain,BNB,binance-coin,BUSD-BD1
9,6636,Polkadot,DOT,polkadot-new,212,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kinetic-capital', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio']",,977123430.5495906,1092847586.9747784,,10,2021-07-21T00:41:06.000Z,10.7849791879644,934566003.2147491,-1.84455787,-6.03987839,-21.78995775,-47.3285555,-54.77641774,-68.06646507,10538255862.549711,2021-07-21T00:41:06.000Z,,,,,
10,7083,Uniswap,UNI,uniswap,266,2020-09-17T00:00:00.000Z,"['decentralized-exchange', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-xzy-screener']",1000000000.0,587325025.6432422,1000000000.0,,11,2021-07-21T00:40:24.000Z,14.39223677699789,366862323.2724889,-1.46505093,-9.38345374,-20.45014097,-29.84794242,-33.41407817,-57.79890197,8452920834.1139,2021-07-21T00:40:24.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984
11,1831,Bitcoin Cash,BCH,bitcoin-cash,556,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'binance-chain']",21000000.0,18794825.0,18794825.0,,12,2021-07-21T00:40:29.000Z,394.53363364673294,1242569214.9060802,-1.28661577,-6.26896021,-13.77056918,-28.67132032,-41.49666448,-56.64808301,7415190601.004457,2021-07-21T00:40:29.000Z,,,,,
12,2,Litecoin,LTC,litecoin,709,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'binance-chain']",84000000.0,66752414.51538747,66752414.51538747,,13,2021-07-21T00:41:02.000Z,105.93336073448563,1427357215.1753263,-1.47240646,-7.57826851,-17.72294989,-31.37109661,-40.92231161,-58.85714471,7071307606.756455,2021-07-21T00:41:02.000Z,,,,,
13,5426,Solana,SOL,solana,90,2020-04-10T00:00:00.000Z,"['dpos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kinetic-capital', 'alameda-research-portfolio', 'multicoin-capital-portfolio']",,272637427.57725775,494519161.74206734,,14,2021-07-21T00:41:04.000Z,23.27123963422587,408349328.48548555,-2.17580029,-6.64298021,-18.46763428,-33.17764959,-39.93454433,-29.40731701,6344610910.409266,2021-07-21T00:41:04.000Z,,,,,
14,1975,Chainlink,LINK,chainlink,476,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures', 'polygon-ecosystem']",1000000000.0,440009553.9174637,1000000000.0,,15,2021-07-21T00:40:09.000Z,13.59340307300662,793598648.5775782,-1.32199853,-7.60832766,-17.82825591,-36.72074661,-45.98890822,-62.88188142,5981227222.373923,2021-07-21T00:40:09.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca
15,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,133,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens']",,195074.97459399,195074.97459399,,16,2021-07-21T00:41:06.000Z,29590.728830497348,260182293.14352262,-0.36941239,-4.33676837,-9.06713895,-16.46688076,-20.48249696,-45.29218768,5772410674.826918,2021-07-21T00:41:06.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
16,4943,Dai,DAI,multi-collateral-dai,381,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum', 'binance-smart-chain', 'avalanche-ecosystem', 'polygon-ecosystem']",,5452250754.745934,5452251243.585079,,17,2021-07-21T00:40:35.000Z,1.00103461635194,485507544.9969944,-0.00319898,0.02079807,0.15255331,-0.05550487,-0.07652609,0.10040617,5457891742.531671,2021-07-21T00:40:35.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f
17,1321,Ethereum Classic,ETC,ethereum-classic,271,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio']",210700000.0,128656502.13167897,210700000.0,,18,2021-07-21T00:40:14.000Z,38.86628444422057,1809167428.4880056,-1.19693687,-7.2601725,-13.30734971,-22.76493268,-38.05770262,19.24196632,5000400207.448305,2021-07-21T00:40:14.000Z,,,,,
18,512,Stellar,XLM,stellar,347,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,23306947027.50552,50001803000.53675,,19,2021-07-21T00:40:12.000Z,0.20865977953799,379543705.55310136,-1.60202636,-2.48371425,-8.28597413,-30.0560093,-49.24415986,-57.46402987,4863222428.4629135,2021-07-21T00:40:12.000Z,,,,,
19,3890,Polygon,MATIC,polygon,177,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'state-channels', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem']",10000000000.0,6357687669.0,10000000000.0,,20,2021-07-21T00:40:23.000Z,0.67672276672188,946750992.4551414,-2.23662277,-8.32362148,-27.10964633,-51.42075458,-53.8411734,78.37645824,4302391989.319261,2021-07-21T00:40:23.000Z,,,,,
20,8916,Internet Computer,ICP,internet-computer,50,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'polychain-capital-portfolio', 'exnetwork-capital-portfolio']",469213710.0,136899213.55,471200805.9110444,,21,2021-07-21T00:40:31.000Z,28.39633857283039,158331545.56959945,-0.63511025,-9.82628693,-24.9896774,-38.99397272,-80.39635972,0.0,3887436418.32001,2021-07-21T00:40:31.000Z,,,,,
21,3077,VeChain,VET,vechain,134,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio']",86712634466.0,64315576989.0,86712634466.0,,22,2021-07-21T00:41:04.000Z,0.05697129501663,421054303.65246075,-1.72147405,-9.32456614,-19.64746846,-41.33079341,-47.06184146,-74.78332516,3664141710.805099,2021-07-21T00:41:04.000Z,,,,,
22,2280,Filecoin,FIL,filecoin,136,2017-12-13T00:00:00.000Z,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital', 'pantera-capital-portfolio']",,89816875.0,89816875.0,,23,2021-07-21T00:41:03.000Z,40.63905449681872,323102941.43490034,-1.27255318,-9.51862406,-18.71289339,-35.29418258,-46.85251627,-72.61064306,3650072877.858955,2021-07-21T00:41:03.000Z,,,,,
23,2416,THETA,THETA,theta,68,2018-01-17T00:00:00.000Z,"['media', 'collectibles-nfts', 'content-creation', 'video', 'huobi-capital']",1000000000.0,1000000000.0,1000000000.0,,24,2021-07-21T00:41:05.000Z,3.5943690283146,271211211.13053244,-2.02033128,-13.69341018,-29.71462097,-58.44695681,-43.3120651,-67.34201161,3594369028.3146,2021-07-21T00:41:05.000Z,,,,,
24,1958,TRON,TRX,tron,497,2017-09-13T00:00:00.000Z,"['media', 'payments']",,71659657369.49,100850743811.662,,25,2021-07-21T00:41:07.000Z,0.04999282376701,621316496.0728381,-1.19025948,-7.40744892,-14.16140995,-25.48585289,-35.31371635,-59.30469989,3582468622.0772333,2021-07-21T00:41:07.000Z,,,,,
25,328,Monero,XMR,monero,166,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,17956736.70356931,17956736.70356931,,26,2021-07-21T00:41:04.000Z,180.26922696095,186554011.85015756,-1.69598289,-5.82352008,-9.34810192,-30.53366079,-29.3039374,-52.1065236,3237047044.2937574,2021-07-21T00:41:04.000Z,,,,,
26,1765,EOS,EOS,eos,430,2017-07-01T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'smart-contracts', 'binance-chain', 'fenbushi-capital-portfolio', 'galaxy-digital-portfolio']",,955355128.2057999,1031438873.2363,,27,2021-07-21T00:41:06.000Z,3.21895283595091,844173195.6162456,-1.42477475,-7.93661171,-15.01373729,-28.20215794,-41.2552964,-49.43935864,3075243099.278305,2021-07-21T00:41:06.000Z,,,,,
27,3957,UNUS SED LEO,LEO,unus-sed-leo,17,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'arrington-xrp-capital', 'kinetic-capital', 'alameda-research-portfolio']",,953954130.0,985239504.0,,28,2021-07-21T00:41:06.000Z,3.14199138279327,2033754.65152135,0.23244836,3.70022463,8.29287676,22.41320232,21.99366064,44.3476681,2997315656.040051,2021-07-21T00:41:06.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3
28,7278,Aave,AAVE,aave,215,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital', 'framework-ventures', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem']",16000000.0,12842211.99779028,16000000.0,,29,2021-07-21T00:41:03.000Z,220.2893013454072,257609100.53051087,-1.6381502,-8.92666679,-16.58772266,-18.67811973,-40.32368114,-37.59300329,2829001908.722827,2021-07-21T00:41:03.000Z,1027.0,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9
29,3635,Crypto.com Coin,CRO,crypto-com-coin,108,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments']",30263013692.0,25263013692.0,30263013692.0,,30,2021-07-21T00:41:05.000Z,0.10175816007896,44673341.24708694,-0.74194068,-4.60222432,-19.81548839,-4.77812462,-15.34682853,-46.99452486,2570717791.3474946,2021-07-21T00:41:05.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b
30,4195,FTX Token,FTT,ftx-token,58,2019-07-31T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'derivatives', 'cms-holdings-portfolio', 'kinetic-capital', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio']",339228639.0,94346957.523749,345219293.590976,,31,2021-07-21T00:41:03.000Z,25.70733188845293,162568971.0223757,-0.38658857,2.56824254,-12.24052582,-13.53796921,-28.46725938,-49.42211161,2425408549.7287865,2021-07-21T00:41:03.000Z,1839.0,Binance Chain,BNB,binance-coin,FTT-F11
31,4172,Terra,LUNA,terra-luna,68,2019-07-26T00:00:00.000Z,"['cosmos-ecosystem', 'store-of-value', 'defi', 'payments', 'stablecoin-algorithmically-stabilized', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'solana-ecosystem', 'arrington-xrp-capital', 'hashkey-capital-portfolio', 'kinetic-capital', 'huobi-capital', 'pantera-capital-portfolio']",,419271939.0399606,996205636.456108,,32,2021-07-21T00:40:12.000Z,5.77632750659842,135247389.98190266,-1.13003827,-4.54698305,-16.15533668,-1.25229336,-27.43594909,-56.05456587,2421852034.2213807,2021-07-21T00:40:12.000Z,,,,,
32,5994,SHIBA INU,SHIB,shiba-inu,106,2020-08-01T00:00:00.000Z,"['memes', 'doggone-doggerel']",,394796000000000.0,1000000000000000.0,,33,2021-07-21T00:41:07.000Z,5.84202542e-06,318145225.36799186,-0.98973882,-5.94331812,-16.56775762,-24.17414252,-26.39922751,369.95789691,2306408267.7143197,2021-07-21T00:41:07.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce
33,7186,PancakeSwap,CAKE,pancakeswap,94,2020-09-25T00:00:00.000Z,"['decentralized-exchange', 'defi', 'yield-farming', 'binance-chain', 'amm', 'binance-smart-chain']",,198378071.459662,198378071.459662,,34,2021-07-21T00:41:02.000Z,11.19392024850191,301269589.7447095,-0.48849439,-8.05245692,-21.63969337,-29.85851665,-33.52080676,-57.32484723,2220628310.971069,2021-07-21T00:41:02.000Z,1839.0,Binance Smart Chain,BNB,binance-coin,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82
34,4256,Klaytn,KLAY,klaytn,50,2020-03-30T00:00:00.000Z,"['platform', 'enterprise-solutions']",,2487678651.8,10624995731.2,,35,2021-07-21T00:41:03.000Z,0.8906165668879,111825076.1822312,-0.32567997,-4.35831491,-4.26560701,-8.15952685,-41.41314425,-62.68941465,2215567820.386436,2021-07-21T00:41:03.000Z,,,,,
35,4023,Bitcoin BEP2,BTCB,bitcoin-bep2,38,2019-06-18T00:00:00.000Z,['binance-chain'],,73108.74296971,80501.0,,36,2021-07-21T00:40:25.000Z,29771.956714160624,24578876.62008486,0.50749844,-3.82640873,-8.77947089,-15.89973717,-20.12364354,-44.71203576,2176590331.120901,2021-07-21T00:40:25.000Z,1839.0,Binance Chain,BNB,binance-coin,BTCB-1DE
36,1518,Maker,MKR,maker,217,2017-01-29T00:00:00.000Z,"['store-of-value', 'defi', 'dao', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-xzy-screener']",1005577.0,991328.38195493,991328.38195493,,37,2021-07-21T00:40:12.000Z,2168.9588648305657,100438521.06102757,-0.94539496,-6.3823693,-12.35290471,-18.96101061,-29.37077156,-49.51196044,2150150481.9992867,2021-07-21T00:40:12.000Z,1027.0,Ethereum,ETH,ethereum,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2
37,4030,Algorand,ALGO,algorand,133,2019-06-20T00:00:00.000Z,"['pos', 'platform', 'research', 'smart-contracts', 'arrington-xrp-capital', 'kinetic-capital', 'usv-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio']",10000000000.0,3126858728.768003,5605185377.247352,,38,2021-07-21T00:40:18.000Z,0.68730907387085,99621820.2448491,-1.67767721,-9.93926154,-19.83418753,-25.70083417,-28.28161777,-44.25701111,2149118376.9945197,2021-07-21T00:40:18.000Z,,,,,
38,3602,Bitcoin SV,BSV,bitcoin-sv,188,2018-11-09T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'medium-of-exchange', 'store-of-value', 'state-channels']",21000000.0,18792495.39423905,18792495.39423905,,39,2021-07-21T00:41:05.000Z,113.02180402859506,262800625.55963722,-0.94918001,-5.6313392,-16.90911602,-25.86218902,-34.22129285,-62.30340939,2123961731.655961,2021-07-21T00:41:05.000Z,,,,,
39,3794,Cosmos,ATOM,cosmos,172,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'binance-chain', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-xzy-screener', 'exnetwork-capital-portfolio']",,218446553.039355,276231156.039355,,40,2021-07-21T00:40:30.000Z,9.29556086236141,208450033.2026081,-1.76922833,-8.22568079,-20.47341947,-21.67057939,-29.31952524,-52.58155416,2030583228.9503846,2021-07-21T00:40:30.000Z,,,,,
40,7129,TerraUSD,UST,terrausd,55,2020-09-21T00:00:00.000Z,['stablecoin'],,2013357590.786994,2013357590.786994,,41,2021-07-21T00:41:07.000Z,1.0003099961874,26373171.50090061,-0.01019884,-0.00857362,0.01190153,0.06653495,1.75789939,0.15781689,2013981723.964011,2021-07-21T00:41:07.000Z,,,,,
41,5692,Compound,COMP,compound,209,2020-06-16T00:00:00.000Z,"['defi', 'dao', 'yield-farming', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'lending-borowing', 'dragonfly-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'paradigm-xzy-screener']",10000000.0,5364029.53246026,10000000.0,,42,2021-07-21T00:40:23.000Z,344.9327894528076,259408329.17798442,-1.72832046,-0.51623053,-8.85014332,18.15872587,-22.14819081,-31.6241092,1850229669.3387568,2021-07-21T00:40:23.000Z,1027.0,Ethereum,ETH,ethereum,0xc00e94cb662c3520282e6f5717214004a7f26888
42,2011,Tezos,XTZ,tezos,166,2017-10-06T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'smart-contracts', 'polychain-capital-portfolio', 'boostvc-portfolio', 'winklevoss-capital']",,853239781.176907,883195174.994731,,43,2021-07-21T00:40:08.000Z,2.11975026213863,82733511.84549412,-1.52130895,-9.0558965,-22.58625195,-30.4485089,-41.94896955,-60.42438836,1808655249.816856,2021-07-21T00:40:08.000Z,,,,,
43,1376,Neo,NEO,neo,242,2016-09-08T00:00:00.000Z,"['platform', 'enterprise-solutions', 'smart-contracts']",100000000.0,70538831.0,100000000.0,,44,2021-07-21T00:40:21.000Z,25.47534083792965,292270662.0889521,-1.47787448,-9.58080414,-22.01620268,-42.49789799,-54.762099,-73.72726247,1797000762.034118,2021-07-21T00:40:21.000Z,,,,,
44,6945,Amp,AMP,amp,27,2020-09-08T00:00:00.000Z,[],92547638199.0,42227702186.0,99213408535.0,,45,2021-07-21T00:41:06.000Z,0.03989316381497,20544729.37193543,-0.89418572,-3.05145494,-18.35755577,-55.57097883,-3.32439177,-20.58034953,1684596640.8358645,2021-07-21T00:41:06.000Z,1027.0,Ethereum,ETH,ethereum,0xff20817765cb7f73d4bde2e66e067e58d11095c2
45,5805,Avalanche,AVAX,avalanche,66,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio']",720000000.0,172418164.00045115,385922102.3504511,,46,2021-07-21T00:41:06.000Z,9.5772354780339,35181587.54290126,-0.46603092,-7.18286092,-17.52473592,-30.79916978,-55.6128758,-62.8475462,1651289357.3225882,2021-07-21T00:41:06.000Z,,,,,
46,1720,IOTA,MIOTA,iota,56,2017-06-13T00:00:00.000Z,"['dag', 'medium-of-exchange', 'iot', 'sharing-economy']",2779530283.0,2779530283.0,2779530283.0,,47,2021-07-21T00:41:07.000Z,0.58028131274989,36854775.86892603,-1.95718759,-9.01721991,-21.55980772,-39.02856309,-46.87503329,-71.61984099,1612909481.4473133,2021-07-21T00:41:07.000Z,,,,,
47,4642,Hedera Hashgraph,HBAR,hedera-hashgraph,52,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio']",50000000000.0,8950827376.0,50000000000.0,,48,2021-07-21T00:41:05.000Z,0.15682273751152,156719891.49105918,-1.28929849,-10.17799152,-8.55997224,-18.21716709,-32.81063321,-46.22661473,1403693252.0973754,2021-07-21T00:41:05.000Z,,,,,
48,6719,The Graph,GRT,the-graph,129,2020-12-17T00:00:00.000Z,"['ai-big-data', 'enterprise-solutions', 'defi', 'binance-smart-chain', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'analytics', 'coinfund-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'ledgerprime-portfolio', 'multicoin-capital-portfolio', 'parafi-capital', 'polygon-ecosystem']",10057044431.0,2897903422.0,10000000000.0,,49,2021-07-21T00:41:05.000Z,0.47986853533593,53919346.60777767,-2.86711987,-7.24783717,-22.62836015,-24.5214669,-43.60943311,-68.51849963,1390612670.6601195,2021-07-21T00:41:05.000Z,1027.0,Ethereum,ETH,ethereum,0xc944e90c64b2c07662a292be6244bdf05cda44a7
49,1168,Decred,DCR,decred,53,2016-02-10T00:00:00.000Z,"['mineable', 'hybrid-pow-pos', 'blake256', 'medium-of-exchange', 'store-of-value', 'privacy', 'dao', 'placeholder-ventures-portfolio']",21000000.0,13137793.73899511,13137793.73899511,,50,2021-07-21T00:40:17.000Z,99.56810109764157,20186540.91986407,-1.08011698,-2.77738822,-19.49045558,-20.18919219,-22.16610426,-52.02044332,1308105175.2042277,2021-07-21T00:40:17.000Z,,,,,
50,131,Dash,DASH,dash,327,2014-02-14T00:00:00.000Z,"['mineable', 'hybrid-pow-pos', 'x11', 'medium-of-exchange', 'privacy', 'masternodes', 'dao']",18900000.0,10239317.13597237,10239317.13597237,,51,2021-07-21T00:41:03.000Z,125.09276525950075,768628843.3703954,0.52185053,-13.43661707,2.97173667,-17.88434394,-32.74293204,-57.90113364,1280864494.9077752,2021-07-21T00:41:03.000Z,,,,,
51,6892,Elrond,EGLD,elrond-egld,41,2020-09-04T00:00:00.000Z,"['binance-launchpad', 'binance-labs-portfolio', 'electric-capital-portfolio', 'exnetwork-capital-portfolio']",31415926.0,19151101.46912373,22101649.0,,52,2021-07-21T00:41:06.000Z,66.59970982144087,37687050.59656773,-1.57183956,-6.23958245,-20.49368618,-16.25799792,-31.69141813,-63.11832076,1275457800.6046102,2021-07-21T00:41:06.000Z,,,,,
52,3718,BitTorrent,BTT,bittorrent,135,2019-01-31T00:00:00.000Z,"['platform', 'distributed-computing', 'filesharing', 'storage', 'binance-launchpad', 'binance-labs-portfolio']",,659952625000.0,990000000000.0,,53,2021-07-21T00:41:06.000Z,0.00192238998605,173254585.0301812,-1.46002723,-9.07756566,-18.46640935,-32.8779984,-51.62739033,-74.45651803,1268686317.567411,2021-07-21T00:41:06.000Z,1958.0,Tron,TRX,tron,1002000
